ENSEMBL	baseMean	log2FoldChange	lfcSE	pvalue	padj	CD_Ctl_1_fpm	WD_Ctl_1_fpm	CD_Ctl_2_fpm	WD_Ctl_2_fpm
ENSMUSG00000050954	110.27863357223744	-1.179610351379212	0.44006136372769533	3.3331391903919334e-4	0.005187289365290932	3.3240705266243817	1.5326451521789453	3.102705015551854	0.8687753058935676
ENSMUSG00000094410	63.822892628955096	-1.7274701911418695	0.7631948289745731	7.068725633259729e-4	0.008920058537208704	1.3734183612998943	0.7895444723346082	2.8140812931749375	0.13220493785336895
ENSMUSG00000095332	130.73044789871784	-1.2298970199381842	0.48107585203816383	4.4110371840991693e-4	0.006356066577130304	4.160064311763448	1.9970830770816559	3.5717185644143434	0.7365703680401985
ENSMUSG00000109408	38.91958703700556	-1.9195885574040614	0.7471766652015898	3.683321938151207e-4	0.00549788529408948	0.9355168547984786	0.16255327371594874	1.6776253863158281	0.3399555544800916
ENSMUSG00000071532	118.13105139930816	1.0035985217606826	0.4746676177720366	0.0015720839385377815	0.015324924164216509	0.9355168547984786	2.6937399644357223	1.7858592822071717	4.0416938143744225
ENSMUSG00000074283	121.2663863323088	-1.1542152911774417	0.3822814955982954	1.2910475067367334e-4	0.0027221725006420098	3.622639735602619	1.3700918784629967	3.3552507726316563	1.3598222179203665
ENSMUSG00000111535	138.82536530029165	1.5189973780341968	0.39767490353597124	6.616113843211373e-6	2.92939513093894e-4	0.955421468730361	4.8533763152333265	1.6595864036672707	3.6450790008143157
ENSMUSG00000069972	126.44781374451722	1.310397527906159	0.4218276214836475	9.176393911050661e-5	0.0021573488306700114	1.094753766253539	2.8098494456614	1.5152745424788123	4.702718503641267
ENSMUSG00000066315	113.55174368765893	1.2200016912056704	0.4774978043992918	4.7380791763575164e-4	0.006696485235918623	0.955421468730361	2.252523935778147	1.425079629236026	4.457195047627868
ENSMUSG00000039646	65.40864416260459	-2.6777031529210564	0.5627399806317567	8.644525050795826e-8	9.785938067211586e-6	1.9904613931882524	0.4412160286575752	2.6156524840408073	0.18886419693338424
ENSMUSG00000081855	113.11902880679686	1.1548279217113195	0.4637710403780619	5.833625237203291e-4	0.007764848203857348	0.9952306965941262	2.368633417003825	1.4611575945331405	4.2305580113078065
