ENSEMBL	baseMean	log2FoldChange	lfcSE	pvalue	padj	CD_Ctl_1_fpm	WD_Ctl_1_fpm	CD_Ctl_2_fpm	WD_Ctl_2_fpm
ENSMUSG00000002985	1012637.2774079328	0.4660143862901927	0.1927979057096357	0.0026567011962326565	0.02184565299582001	19429.17232350558	25509.601353725062	13311.091569248965	22815.34269572392
ENSMUSG00000069516	1187106.2163578991	0.040734863455303076	0.13760337719320312	0.7236754773894887	0.8484962022918989	25207.899744823644	21839.3342083889	21349.767328960254	26635.06441944254
ENSMUSG00000024661	888243.9766683159	0.251367803123999	0.16774803502927887	0.056899613380854225	0.17324234515040363	17720.480645137057	17757.48217400396	13714.26283144422	21914.85709116524
ENSMUSG00000021939	964018.2644102579	0.03950567812463594	0.12749621506915365	0.7193650959006088	0.8461047860913106	20224.91897927438	19672.986729576452	17649.845714862615	19625.331977420596
ENSMUSG00000004207	916128.9397280889	-0.057190823465162646	0.13785037482266765	0.6142872262554011	0.7807487527946345	21223.155272572218	17973.887025112374	16494.539071135758	17647.791630590207
ENSMUSG00000029580	232626.7819870854	0.2619338396031706	0.1502696934621835	0.040176579427592035	0.1370925340515359	4275.471263340502	4688.129301552943	4008.3521394226727	5650.646794469616
ENSMUSG00000073411	412112.5635304859	0.24632148283995658	0.15156966851227252	0.047378082867622476	0.15328203280701388	8145.485540888557	9118.379445303655	6562.36541975336	9164.842906809095
ENSMUSG00000020641	19250.852946269853	0.31566089927904445	0.16473247618161668	0.01800632730322472	0.07979246733330725	291.1049787537819	451.6891038641313	374.79594248907483	423.5090752034208
ENSMUSG00000029816	430652.4554066006	-0.20571179767284253	0.15504597425154457	0.09787489099999515	0.2480915715347703	10278.80234826593	8613.99985885931	8608.43702666597	6974.01822238184
ENSMUSG00000060802	304880.34798901057	0.5438097335274878	0.15322697607789812	5.954637039464325e-5	0.0015779788154580462	4812.955553343127	6806.570008411677	4883.242797877701	7903.985528081824
ENSMUSG00000037742	356957.6704279632	0.03644084376920103	0.1328903327934128	0.746810089875008	0.8616471054762114	7467.01687040641	6681.659428509093	6569.923753483105	7857.128320822651
ENSMUSG00000038642	370061.2555050075	0.5374652409246272	0.15492615515840474	7.457352994645722e-5	0.0018500582110121087	5854.026575822378	8195.959282654381	5923.298381462921	9651.432623788267
ENSMUSG00000049775	240847.6265681677	0.7466347383588725	0.18529031386258074	5.3242218484076925e-6	2.463508998112448e-4	3262.167177296227	5160.6484463489605	3719.259403496894	7138.632256428977
ENSMUSG00000022108	295301.01703780575	0.28845329939894065	0.13995243780138805	0.015302531369123379	0.0716742022336378	5348.509095794358	6478.537502052893	5062.7847921787925	6750.063057658232
ENSMUSG00000007891	363352.1197275965	0.1811021856624178	0.15483005367291652	0.12987691608336135	0.2963531979514664	7560.867125095236	7573.055137774866	5680.583869926582	8273.120600988123
ENSMUSG00000046805	205869.00814740008	-0.1879244570616841	0.14160913606009554	0.11226943866996844	0.2708029902548266	4655.56977098373	4060.4182241506837	4275.743979222238	3488.8127642716336
ENSMUSG00000064351	172780.90605923586	-0.1403052487586365	0.15635343391623302	0.22727772990385056	0.42839610906545383	3522.7782875063644	3740.3740501002258	3916.371366897679	2652.2010311158215
ENSMUSG00000061232	246866.02441400848	0.29972965693518866	0.16728965525855352	0.025109563212437215	0.10046360871220553	4920.559896258883	5554.120256326537	3659.8570336351945	5627.964204417916
ENSMUSG00000036905	227647.950684614	0.3244034382659867	0.1587297566141583	0.012553344646334393	0.06268608076071051	4374.257862284435	5181.524931073337	3484.3557714473804	5183.88781816845
ENSMUSG00000022126	2942.856026528817	0.2501222267160288	0.16597505209183358	0.056923684835342214	0.1732524576298852	47.671550366858646	59.842826623714274	56.62436653382133	71.44732569989925
ENSMUSG00000024610	169288.9876345403	0.7444904507392908	0.1764049345630165	2.522510802336793e-6	1.3572007099022445e-4	2607.6636619880655	4907.042117455835	2320.8955075633808	3716.582985773295
ENSMUSG00000045932	44120.1706501337	0.47333639969812996	0.1950729534453726	0.002767643698841494	0.022384106746987497	575.064201106018	1103.736728531292	849.4376539379142	1003.7376610221638
ENSMUSG00000034855	4102.753578837886	0.5502993454268534	0.1668016401386762	1.38078328514915e-4	0.0028545980682338815	67.27759508976294	91.44782741334375	62.28860708546832	107.42595521570895
ENSMUSG00000064373	211160.94504377703	0.06135206687459647	0.13955329912439726	0.5960784387770285	0.769176028789304	4021.070392677112	4929.102918888713	4173.156284899892	3780.8534719897257
ENSMUSG00000050708	253491.90548133728	0.40688255345689767	0.1682349959168023	0.004445173037425522	0.030618691362652932	4477.801663958088	5184.218671037773	4026.986408498632	6603.919942071179
ENSMUSG00000034708	196677.33592407207	0.11642765785761539	0.14421678201990237	0.3276029323346489	0.5388418946285803	4206.680917591916	4201.212581084941	3222.6642501647602	4114.161006737762
ENSMUSG00000020638	13099.393872298626	0.34677924221554723	0.1494632046975355	0.00607294570784083	0.03811116628279014	211.7054737795025	300.1662308646219	238.58358450981873	298.1976805381204
ENSMUSG00000050578	619.2848946815211	0.06600481534169858	0.23976063241396442	0.44497229286838996	0.6479473640602292	6.07090724922417	12.841708623559951	14.64765391062852	16.015683899950982
ENSMUSG00000040026	1787.531810603505	0.7296469808357087	0.17875422502083083	4.339262486912763e-6	2.1438898558221532e-4	28.344170239000714	46.792120933948105	23.937729974635527	44.02424430517187
ENSMUSG00000024621	169257.5907856377	-0.19695611016783365	0.144581547199408	0.10858931382662018	0.2649406568776713	4029.609472053889	3156.7381317712347	3329.6354172707047	3033.6878225015644
ENSMUSG00000050335	194906.69940184057	0.18452416967812693	0.15055213334813813	0.13090686720234646	0.2977709854817323	3965.0588090727947	3969.7134974171845	3165.697142960616	4502.503568472187
ENSMUSG00000015568	191964.29980082362	0.0775179241127875	0.15817056192303466	0.5625859666958666	0.7452570292744609	3083.6825041690363	3382.0137472452943	4295.83940589273	4605.887829873521
ENSMUSG00000022587	183863.32048685715	0.5135419456905015	0.16607965512227577	3.559729185079063e-4	0.005411530938464391	3287.0280400971483	4242.0134527876435	2617.6187331495	4572.251116399685
ENSMUSG00000060126	156351.53833294564	0.4536187245664453	0.1673037908333387	0.0013671176587165196	0.013970720333597388	2583.5790791304876	3224.6621782882557	2546.310634739753	4161.943648561909
ENSMUSG00000028599	52148.03574577661	-0.227459059912981	0.14522368435250063	0.058227595053281914	0.1760720327596647	1243.8990384451345	923.6044793577756	1052.1777799250497	954.9540389542707
ENSMUSG00000004730	115875.65996859162	-0.16149701295047386	0.13012853624120968	0.1490956697616784	0.3248842290078808	2516.2218655849974	2143.9847927283836	2448.2868030274926	2167.764365981691
ENSMUSG00000035042	3216.4889512290747	0.7055032099166686	0.18741119900763617	1.9013389350457842e-5	6.677593970672844e-4	54.578451401221884	81.36952444295493	40.40732113276833	81.13605900258186
