ENSEMBL	baseMean	log2FoldChange	lfcSE	pvalue	padj	CD_LPS_1_fpm	WD_LPS_1_fpm	CD_LPS_2_fpm	WD_LPS_2_fpm
ENSMUSG00000021550	1122.4635391001186	-1.4008814079829648e-7	0.001442673131582295	0.13404577216095334	0.9996008921543936	31.55695183573643	23.56424492844789	22.857669135708694	18.005822735823397
ENSMUSG00000018459	2177.783198672257	3.417269594732894e-6	0.001442668422904471	0.45404128701705443	0.9996008921543936	38.405211979593496	47.03803210285184	49.19653500760291	51.587955672930356
ENSMUSG00000056536	1623.7837149470572	3.993808861384679e-5	0.0014429462684853501	0.3048830375864798	0.9996008921543936	27.963728920749695	33.03969466455122	35.490691253815896	42.35972661028311
ENSMUSG00000026349	1439.357960192164	4.734316184173883e-6	0.0014426778845749338	0.5546225505933677	0.9996008921543936	22.193435651388647	30.823479690474542	35.99426059301254	34.071954012619024
ENSMUSG00000047824	1399.8765283421403	-3.848349423017398e-6	0.0014426733411966707	0.3251865362351847	0.9996008921543936	37.369518315862024	30.303347604721857	27.543053422147068	24.491053775603095
ENSMUSG00000002129	1571.6892748042735	1.6973867567003053e-7	0.0014426638739773107	0.9590855133214955	0.9996008921543936	32.0853669702933	32.112502685600774	34.855756000046206	35.345488808950385
ENSMUSG00000005846	1002.2356650272557	-6.190247786151958e-6	0.0014426774301894568	0.7417672416458867	0.9996008921543936	25.27938003720078	22.320450810343633	18.785325783944504	19.31854321819572
ENSMUSG00000030019	1595.5046059689478	5.03623836063211e-6	0.0014426677236995524	0.28791798378048905	0.9996008921543936	31.09194651732638	38.06010001399021	31.702974050293285	35.580602925196175
ENSMUSG00000019951	970.747433768848	5.93073697519531e-6	0.0014426815572726429	0.43258089994275817	0.9996008921543936	15.915863852853002	18.159394124322127	22.485465711085084	26.45033807765134
ENSMUSG00000028960	856.5617686373457	-3.4462084927448516e-6	0.001442670205353747	0.5511396671844939	0.9996008921543936	18.642485947166463	15.96579358875644	19.770570143242292	18.867907828724622
ENSMUSG00000036611	163.22823867068445	-1.8065690091615507e-6	0.0014426841633467223	0.9371458888173141	0.9996008921543936	3.8891353903385815	4.2515144400654545	3.1527819497529235	2.6646266507856167
ENSMUSG00000026848	1236.4551906565694	-1.2820303048234655e-6	0.0014426659024026304	0.7803054791642425	0.9996008921543936	29.126242216774813	25.712616586991604	24.89384081159079	25.999702688180246
ENSMUSG00000005621	1561.0674461275057	-1.33534263171634e-7	0.0014426670525524233	0.9526039809336411	0.9996008921543936	29.781476983625335	31.02700963707342	36.65109016587773	36.03123831466727
ENSMUSG00000024498	1598.3067231660323	3.0418414360819264e-7	0.0014426649414659566	0.8955746321071711	0.9996008921543936	31.6626348626478	32.58740589433149	37.373602696029444	35.051596163643154
ENSMUSG00000056612	1351.9576552880812	-4.635060366871252e-6	0.001442681041299903	0.19489302592196386	0.9996008921543936	40.11727701555776	30.235504289188896	25.134678321641363	20.121849782035504
ENSMUSG00000025204	1048.8924849197674	4.071058345930357e-8	0.0014426744080187094	0.44862051829576427	0.9996008921543936	28.97828597909889	23.13457059673915	19.026163293995072	18.554422340396904
ENSMUSG00000055148	383.39460727008776	-4.180494668393732e-6	0.0014426818506978623	0.2426211922777902	0.9996008921543936	10.652849112666551	8.525643318641896	7.728694640713765	5.877852906144743
ENSMUSG00000036257	1104.1784833386948	-3.4518969627106716e-7	0.0014426657272600526	0.7114388004028425	0.9996008921543936	25.74438535561083	22.388294125876595	22.83577481661319	23.452633095517523
ENSMUSG00000026209	1196.355156582194	-3.9113432247196347e-7	0.0014426679800308682	0.8083303357073508	0.9996008921543936	29.10510561139254	26.142290918700347	23.054718007568255	24.00123270009103
ENSMUSG00000017264	1258.647428354509	5.612241264610709e-7	0.0014426655634676361	0.967379920114528	0.9996008921543936	25.638702328699456	25.169870062727927	28.353143228680807	28.468400908761037
ENSMUSG00000024414	1647.081639803076	-2.627681299603721e-6	0.0014426704185404998	0.5340151677620955	0.9996008921543936	42.67480626681302	35.50466846224874	31.396453582956198	31.270177460690032
ENSMUSG00000044042	2071.358672600959	-1.4852175351471336e-6	0.0014426741415662814	0.7707809646635541	0.9996008921543936	34.769715853842214	38.105328891012185	51.42975555534456	52.82230478322075
ENSMUSG00000035754	687.8028491881718	4.812950981483865e-7	0.0014426698745952412	0.9363751013795975	0.9996008921543936	15.345175507531579	16.0336369042894	13.859103987455558	13.577840213194357
ENSMUSG00000053007	2026.9592554291473	1.8218552608260255e-6	0.0014426774316914004	0.13686247544798003	0.9996008921543936	26.6955325978132	43.55540857215992	47.357412203580374	55.72204555025216
ENSMUSG00000026335	930.9327219142579	4.2431821346299293e-7	0.0014426675605433762	0.9784477672916222	0.9996008921543936	18.36771007719689	20.82789786861853	21.346961118118752	19.06383625892945
ENSMUSG00000016495	1594.5732246866194	-7.621166814521474e-7	0.001442664288355731	0.812052819004548	0.9996008921543936	34.11448108699169	37.13290803503977	32.81958432416411	32.289005297755125
ENSMUSG00000035629	802.7277406981451	-9.007257075648181e-7	0.0014426675914214829	0.5768078997668109	0.9996008921543936	15.810180825941625	17.232202145371684	16.96809729901747	18.632793712478836
ENSMUSG00000027011	1396.286211590906	-1.0960695457932196e-6	0.0014426709632244842	0.7891930249432889	0.9996008921543936	35.29813098839908	31.999430493045836	25.769613575411046	26.332781019528447
ENSMUSG00000047036	1026.6237091046462	7.006994443408679e-7	0.001442673265241064	0.9172234422711514	0.9996008921543936	18.15634402337414	19.22227273433849	25.33172719350092	25.07883906621757
ENSMUSG00000042712	1190.560614390891	-6.000305614562595e-6	0.0014426799230115462	0.11062576156275192	0.9996008921543936	35.40381401531046	22.682281826519418	22.83577481661319	20.88597065983432
ENSMUSG00000027628	1695.9193575507466	2.367709740997105e-5	0.0014427614212068178	0.9882853501585646	0.9996008921543936	38.827944087239	37.67565455930344	33.76104004527089	34.757703518335916
ENSMUSG00000031527	1293.0328113289722	2.2640600252344293e-5	0.00144275537654258	0.9267983240945337	0.9996008921543936	30.331028723564483	28.788180224485764	25.353621512596426	26.097666903282658
ENSMUSG00000007411	1557.1480581439832	-1.683171318997753e-6	0.0014426631293936896	0.8987278327963117	0.9996008921543936	33.12106063402477	33.107537980084174	34.089454831703485	32.83760490232863
ENSMUSG00000029427	1124.3495501080956	3.1034787737690682e-6	0.0014426662816889432	0.5306457644273703	0.9996008921543936	22.700714180563242	25.644773271458646	23.054718007568255	24.745760734869368
ENSMUSG00000032215	1790.817795198208	-4.854943493814761e-6	0.0014426686354655283	0.3000530503901088	0.9996008921543936	44.894149831951886	35.210680761605914	37.74580612065306	35.28671027988894
ENSMUSG00000025326	1497.841212850148	-2.2890446424239904e-6	0.001442672222484419	0.6875748476265338	0.9996008921543936	29.908296615918985	25.599544394436673	36.388358336731656	36.187981058831134
ENSMUSG00000024773	698.022034529226	7.511449791652215e-7	0.0014426734298403933	0.8517410608139027	0.9996008921543936	12.681963229364941	13.319904282971024	16.66157683168038	17.02618058479927
ENSMUSG00000015095	1164.0140230935276	-4.003980767592596e-6	0.001442667689091499	0.9004907597536773	0.9996008921543936	23.67299802814789	24.287906960799457	25.616353341742503	25.96051700213928
ENSMUSG00000032212	1590.8749068353447	1.2032687153584956e-6	0.001442665272146352	0.839677850705655	0.9996008921543936	31.59922504650098	32.08988824708978	35.35932533924286	36.99128762267091
ENSMUSG00000026433	1586.510733387273	-5.055275320956e-6	0.0014426705490540486	0.25109808555860497	0.9996008921543936	40.77251178240829	29.96413102705706	33.169893429692216	31.759998536202094
ENSMUSG00000039205	1508.970207079675	3.906254999352424e-6	0.0014426736196057248	0.6751528486939173	0.9996008921543936	25.57529251255263	30.95916632154046	36.60730152768672	35.894088413523896
ENSMUSG00000069520	737.8269055407022	1.3589707029765033e-6	0.0014426690652421486	0.72622962787354	0.9996008921543936	16.486552198174422	16.553768990042087	14.143730135697144	15.90938853263177
ENSMUSG00000051498	2482.629124520826	7.883614448414646e-7	0.001442669397287653	0.8788990483241426	0.9996008921543936	43.012991952929426	51.99059413675787	61.78576848751909	55.506524277026855
ENSMUSG00000043964	634.3905566027465	-3.414542216067527e-6	0.0014426764608193126	0.5154131263186301	0.9996008921543936	16.592235225085798	14.314939577454428	12.173241417101565	11.16792052167501
ENSMUSG00000034006	693.9529697296427	-1.41302299575632e-6	0.0014426746576289985	0.2852382444469133	0.9996008921543936	17.69133870496409	15.807492519179537	14.910031304039867	10.932806405429222
ENSMUSG00000026927	1775.1965230024705	1.5456906929632963e-6	0.0014426665576008797	0.7746039983827876	0.9996008921543936	41.723659024610654	40.43461605764379	35.884788997535004	33.75846852429131
ENSMUSG00000038811	915.9649422654518	-1.4695865308451434e-5	0.0014427134569944921	0.2151749682198783	0.9996008921543936	26.12484425249178	20.149464713288936	17.690609829169183	14.361553934013655
ENSMUSG00000047866	1644.9561919503549	1.2707427789866934e-7	0.0014426624420494874	0.770491598245529	0.9996008921543936	34.43153016772581	36.454474879710176	34.37408097994507	35.40426733801183
ENSMUSG00000038025	1334.278481498142	3.0968499575645335e-6	0.00144267070336095	0.47637363787155185	0.9996008921543936	23.926637292735187	27.069482897650794	29.754379650793215	33.34701882086117
ENSMUSG00000003813	1320.2390733992504	-1.1109155399274203e-5	0.0014426858012977874	0.8085508916809355	0.9996008921543936	29.126242216774813	28.24543370022209	26.273182914607695	29.252114629580337
ENSMUSG00000030861	1751.1151145880854	-8.948994478084437e-7	0.0014426630961934387	0.8364454976416791	0.9996008921543936	38.63771463879852	35.052379692029014	37.39549701512495	38.656679279411925
ENSMUSG00000040459	1461.4159761135943	-1.7937715930419367e-6	0.0014426675573000775	0.6886832704580148	0.9996008921543936	35.25585777763453	32.5647914558205	29.228915992501058	27.91980130418753
ENSMUSG00000026107	1415.9110194010077	6.79072582992151e-6	0.0014426765352229664	0.22801262150220625	0.9996008921543936	25.65983893408173	37.53996792823752	28.900501206068466	28.97781482729358
ENSMUSG00000022568	901.8697805226236	-4.2397548338370655e-6	0.0014426712554907817	0.8278637720822153	0.9996008921543936	17.12065035964267	19.35795936540441	20.75581450254008	19.88673566578971
ENSMUSG00000023904	1126.134995976828	4.062392086574797e-6	0.0014426725443009763	0.7188306838925074	0.9996008921543936	27.73122626154467	25.5543155174147	21.872424776410906	21.140677619100593
ENSMUSG00000027255	1493.8723320817103	4.044591179243837e-6	0.0014426684862978174	0.36415479344552615	0.9996008921543936	26.970308467782775	33.24322461115009	32.381697942253986	35.14956037874556
