ENSEMBL	baseMean	log2FoldChange	lfcSE	pvalue	padj	CD_LPS_1_fpm	WD_LPS_1_fpm	CD_LPS_2_fpm	WD_LPS_2_fpm
ENSMUSG00000095134	222.0650493288892	1.4464730064256692	0.3513071601465098	1.4986595441388932e-6	0.022740659922763567	2.8957149373716615	6.987861499894816	1.8172284849270322	7.2885376036194804
